Agent,attribute,a_score
Crawl4AI_Stealth,audioContext,0.0
Crawl4AI_Stealth,signature-agent,0.0492
Crawl4AI_Stealth,permissions_payment-handler,0.7848
Crawl4AI_Stealth,navigator_properties_total,0.9129
Crawl4AI_Stealth,detailChrome_connect,0.9508
Crawl4AI_Stealth,sec-fetch-user,0.0
Crawl4AI_Stealth,battery_onlevelchange,0.0
Crawl4AI_Stealth,etsl,0.128
Crawl4AI_Stealth,vendor,0.128
Crawl4AI_Stealth,client_width,0.9621
Crawl4AI_Stealth,resOverflow_errorName,0.128
Crawl4AI_Stealth,permissions_clipboard-read,0.7848
Crawl4AI_Stealth,window_inner_height,0.9242
Crawl4AI_Stealth,connection-js_downlink,0.9168
Crawl4AI_Stealth,window_screenX,0.9242
Crawl4AI_Stealth,cookie_behavior,0.4114
Crawl4AI_Undetected_Browser,iframeChrome,0.128
Crawl4AI_Undetected_Browser,userAgentData_mobile,0.4647
Crawl4AI_Undetected_Browser,chromeRuntimeProps,0.44
Crawl4AI_Undetected_Browser,audioContext_sampleRate,0.6121
Crawl4AI_Undetected_Browser,permissions_midi,0.4114
Crawl4AI_Undetected_Browser,host,0.0
Crawl4AI_Undetected_Browser,permissions_geolocation,0.4492
Crawl4AI_Undetected_Browser,dnt,0.0379
Crawl4AI_Undetected_Browser,priority,0.5212
Crawl4AI_Undetected_Browser,signature,0.0492
Crawl4AI_Undetected_Browser,screen_left,0.128
Crawl4AI_Undetected_Browser,doNotTrack,0.0636
Crawl4AI_Undetected_Browser,permissions_background-sync,0.5394
Crawl4AI_Undetected_Browser,detailChrome_loadTimes,0.1773
Crawl4AI_Undetected_Browser,sec-fetch-mode,0.0
Crawl4AI_Undetected_Browser,battery_onchargingchange,0.0
Crawl4AI_Undetected_Browser,origin,0.9
Crawl4AI_Undetected_Browser,screen_availLeft,0.2121
Crawl4AI_Undetected_Browser,content-length,1.0
Crawl4AI_Undetected_Browser,connection-js_saveData,0.128
Crawl4AI_Undetected_Browser,webGLRendererException,0.5149
Crawl4AI_Undetected_Browser,connection,0.0
Crawl4AI_Undetected_Browser,multiMediaDevices_micros,0.2136
Crawl4AI_Undetected_Browser,cf-visitor,0.0
Crawl4AI_Undetected_Browser,client_height,0.932
Crawl4AI_Undetected_Browser,buildID,0.128
Crawl4AI_Undetected_Browser,cf-ray,0.0
Crawl4AI_Undetected_Browser,detailChrome,0.128
Crawl4AI_Undetected_Browser,sec-ch-ua-platform,0.4402
Crawl4AI_Undetected_Browser,detailChrome_csi,0.1773
Crawl4AI_Undetected_Browser,permissions_persistent-storage,0.4114
Crawl4AI_Undetected_Browser,userAgentData_wow64,0.4647
Crawl4AI_Undetected_Browser,keyboard,0.8182
Crawl4AI_Undetected_Browser,userAgentData_architecture,0.5398
Crawl4AI_Undetected_Browser,audioFormats_audio/x-mpegurl,0.1773
Crawl4AI_Undetected_Browser,detailChrome_app,0.1773
Crawl4AI_Undetected_Browser,resOverflow,0.0
Crawl4AI_Undetected_Browser,audioFormats_audio/flac,0.128
Crawl4AI_Undetected_Browser,productSub,0.128
Crawl4AI_Undetected_Browser,connection-js_type,0.0985
Crawl4AI_Undetected_Browser,connection-js_effectiveType,0.1538
Crawl4AI_Undetected_Browser,accept-encoding,0.0379
Crawl4AI_Undetected_Browser,screen_depth,0.2348
Crawl4AI_Undetected_Browser,permissions_magnetometer,0.5394
Crawl4AI_Undetected_Browser,cf-connecting-ip,0.0
Crawl4AI_Undetected_Browser,screen_width,0.9242
Crawl4AI_Undetected_Browser,referer,0.0379
Crawl4AI_Undetected_Browser,signature-input,0.0492
Crawl4AI_Undetected_Browser,screen_top,0.128
Crawl4AI_Undetected_Browser,userAgentData_fullVersionList,0.8472
Crawl4AI_Undetected_Browser,window_device_pixel_ratio,0.1462
Crawl4AI_Undetected_Browser,battery,0.128
Crawl4AI_Undetected_Browser,resOverflow_depth,0.9391
Crawl4AI_Undetected_Browser,battery_onchargingtimechange,0.0
Crawl4AI_Undetected_Browser,userAgentData_brands,0.8387
Crawl4AI_Undetected_Browser,screen_height,0.9242
Crawl4AI_Undetected_Browser,userAgentData_formFactors,0.48
Crawl4AI_Undetected_Browser,sec-ch-ua,0.9621
Crawl4AI_Undetected_Browser,upgrade-insecure-requests,0.0
Crawl4AI_Undetected_Browser,multiMediaDevices_speakers,0.3333
Crawl4AI_Undetected_Browser,permissions_push,0.128
Crawl4AI_Undetected_Browser,permissions_notifications,0.5674
Crawl4AI_Undetected_Browser,permissions_clipboard-write,0.5394
Crawl4AI_Undetected_Browser,userAgentData,0.4913
Crawl4AI_Undetected_Browser,hardwareConcurrency,0.3402
Crawl4AI_Undetected_Browser,battery_chargingTime,0.3818
Crawl4AI_Undetected_Browser,battery_charging,0.2333
Crawl4AI_Undetected_Browser,battery_dischargingTime,0.0947
Crawl4AI_Undetected_Browser,navigator_properties_hash,0.4402
Crawl4AI_Undetected_Browser,audioFormats_audio/3gpp,0.1561
Crawl4AI_Undetected_Browser,cf-ipcountry,0.0
Crawl4AI_Undetected_Browser,userAgentData_bitness,0.48
Crawl4AI_Undetected_Browser,plugins,0.3189
Crawl4AI_Undetected_Browser,window_outer_height,0.9242
Crawl4AI_Undetected_Browser,deviceMemory,0.1288
Crawl4AI_Undetected_Browser,battery_level,0.4589
Crawl4AI_Undetected_Browser,sec-fetch-site,0.0
Crawl4AI_Undetected_Browser,resOverflow_errorStacklength,0.7462
Crawl4AI_Undetected_Browser,window_inner_width,0.9242
Crawl4AI_Undetected_Browser,connection-js,0.128
Crawl4AI_Undetected_Browser,alt-used,0.0144
Crawl4AI_Undetected_Browser,userAgent-js,1.0
Crawl4AI_Undetected_Browser,detailChrome_sendMessage,0.2152
Crawl4AI_Undetected_Browser,hasChrome,0.128
Crawl4AI_Undetected_Browser,connection-js_rtt,0.7029
Crawl4AI_Undetected_Browser,permissions,0.0
Crawl4AI_Undetected_Browser,connection-js_downlinkMax,0.0
Crawl4AI_Undetected_Browser,cdn-loop,0.0
Crawl4AI_Undetected_Browser,audioContext_state,0.4377
Crawl4AI_Undetected_Browser,multiMediaDevices,0.0023
Crawl4AI_Undetected_Browser,detailChrome_runtime,0.2152
Crawl4AI_Undetected_Browser,"videoFormats_video/ogg; codecs=""opus""",0.128
Crawl4AI_Undetected_Browser,permissions_camera,0.4114
Crawl4AI_Undetected_Browser,multiMediaDevices_webcams,0.225
Crawl4AI_Undetected_Browser,permissions_accelerometer,0.5394
Crawl4AI_Undetected_Browser,resOverflow_errorMessage,0.128
Crawl4AI_Undetected_Browser,userAgentData_model,0.0
Crawl4AI_Undetected_Browser,videoFormats,0.0
Crawl4AI_Undetected_Browser,screen_pixel_depth,0.2348
Crawl4AI_Undetected_Browser,user-agent,1.0
Crawl4AI_Undetected_Browser,audioFormats,0.0
Crawl4AI_Undetected_Browser,screen_availWidth,0.9242
Crawl4AI_Undetected_Browser,navigator_properties,0.0
Crawl4AI_Undetected_Browser,permissions_microphone,0.4114
Crawl4AI_Undetected_Browser,webDriverValue,0.3515
Crawl4AI_Undetected_Browser,sec-fetch-dest,0.0
Crawl4AI_Undetected_Browser,screen_availTop,0.2515
Crawl4AI_Undetected_Browser,window_outer_width,0.9242
Crawl4AI_Undetected_Browser,battery_ondischargingtimechange,0.0
Crawl4AI_Undetected_Browser,audioFormats_audio/aac,0.128
Crawl4AI_Undetected_Browser,x-forwarded-proto,0.0
Crawl4AI_Undetected_Browser,gyroscope,0.128
Crawl4AI_Undetected_Browser,accept,0.0379
Crawl4AI_Undetected_Browser,userAgentData_platformVersion,0.1674
Crawl4AI_Undetected_Browser,screen_availHeight,0.9242
Crawl4AI_Undetected_Browser,languages-js,0.9061
Crawl4AI_Undetected_Browser,audioFormats_audio/mpeg,0.128
Crawl4AI_Undetected_Browser,platform,0.2614
Crawl4AI_Undetected_Browser,sec-ch-ua-mobile,0.128
Crawl4AI_Undetected_Browser,timezone,0.3932
Crawl4AI_Undetected_Browser,accept-language,0.2106
Crawl4AI_Undetected_Browser,sec-ch-ua-form-factors,0.0379
Crawl4AI_Undetected_Browser,content-type,0.0
Crawl4AI_Undetected_Browser,userAgentData_platform,0.5853
Crawl4AI_Undetected_Browser,detailChrome_webstore,0.128
Crawl4AI_Undetected_Browser,audioContext,0.0
Crawl4AI_Undetected_Browser,signature-agent,0.0492
Crawl4AI_Undetected_Browser,permissions_payment-handler,0.5394
Crawl4AI_Undetected_Browser,navigator_properties_total,0.4402
Crawl4AI_Undetected_Browser,detailChrome_connect,0.2152
Crawl4AI_Undetected_Browser,sec-fetch-user,0.0
Crawl4AI_Undetected_Browser,battery_onlevelchange,0.0
Crawl4AI_Undetected_Browser,etsl,0.128
Crawl4AI_Undetected_Browser,vendor,0.128
Crawl4AI_Undetected_Browser,client_width,0.9603
Crawl4AI_Undetected_Browser,resOverflow_errorName,0.128
Crawl4AI_Undetected_Browser,permissions_clipboard-read,0.5394
Crawl4AI_Undetected_Browser,window_inner_height,0.9242
Crawl4AI_Undetected_Browser,connection-js_downlink,0.9101
Crawl4AI_Undetected_Browser,window_screenX,0.9242
Crawl4AI_Undetected_Browser,cookie_behavior,0.4114
OpenClaw,iframeChrome,0.1339
OpenClaw,userAgentData_mobile,0.4565
OpenClaw,chromeRuntimeProps,0.4046
OpenClaw,audioContext_sampleRate,0.4453
OpenClaw,permissions_midi,0.4303
OpenClaw,host,0.0
OpenClaw,permissions_geolocation,0.4699
OpenClaw,dnt,0.0396
OpenClaw,priority,0.5452
OpenClaw,signature,0.0515
OpenClaw,screen_left,0.1339
OpenClaw,doNotTrack,0.0666
OpenClaw,permissions_background-sync,0.5642
OpenClaw,detailChrome_loadTimes,0.1854
OpenClaw,sec-fetch-mode,0.0
OpenClaw,battery_onchargingchange,0.0
OpenClaw,origin,0.894
OpenClaw,screen_availLeft,0.4091
OpenClaw,content-length,0.9948
OpenClaw,connection-js_saveData,0.1339
OpenClaw,webGLRendererException,0.4912
OpenClaw,connection,0.0
OpenClaw,multiMediaDevices_micros,0.2235
OpenClaw,cf-visitor,0.0
OpenClaw,client_height,0.9942
OpenClaw,buildID,0.1339
OpenClaw,cf-ray,0.0
OpenClaw,detailChrome,0.1339
OpenClaw,sec-ch-ua-platform,0.4604
OpenClaw,detailChrome_csi,0.1854
OpenClaw,permissions_persistent-storage,0.4303
OpenClaw,userAgentData_wow64,0.4565
OpenClaw,keyboard,0.5602
OpenClaw,userAgentData_architecture,0.5607
OpenClaw,audioFormats_audio/x-mpegurl,0.1854
OpenClaw,detailChrome_app,0.1854
OpenClaw,resOverflow,0.0
OpenClaw,audioFormats_audio/flac,0.1339
OpenClaw,productSub,0.1339
OpenClaw,connection-js_type,0.103
OpenClaw,connection-js_effectiveType,0.1609
OpenClaw,accept-encoding,0.0396
OpenClaw,screen_depth,0.2456
OpenClaw,permissions_magnetometer,0.5642
OpenClaw,cf-connecting-ip,0.0
OpenClaw,screen_width,0.3661
OpenClaw,referer,0.0396
OpenClaw,signature-input,0.0515
OpenClaw,screen_top,0.1339
OpenClaw,userAgentData_fullVersionList,0.7996
OpenClaw,window_device_pixel_ratio,0.1529
OpenClaw,battery,0.1339
OpenClaw,resOverflow_depth,0.812
OpenClaw,battery_onchargingtimechange,0.0
OpenClaw,userAgentData_brands,0.6922
OpenClaw,screen_height,0.3661
OpenClaw,userAgentData_formFactors,0.4886
OpenClaw,sec-ch-ua,0.5468
OpenClaw,upgrade-insecure-requests,0.0
OpenClaw,multiMediaDevices_speakers,0.3487
OpenClaw,permissions_push,0.1339
OpenClaw,permissions_notifications,0.5935
OpenClaw,permissions_clipboard-write,0.5642
OpenClaw,userAgentData,0.4585
OpenClaw,hardwareConcurrency,0.3558
OpenClaw,battery_chargingTime,0.632
OpenClaw,battery_charging,0.3653
OpenClaw,battery_dischargingTime,0.2608
OpenClaw,navigator_properties_hash,0.4604
OpenClaw,audioFormats_audio/3gpp,0.1632
OpenClaw,cf-ipcountry,0.0
OpenClaw,userAgentData_bitness,0.4886
OpenClaw,plugins,0.3336
OpenClaw,window_outer_height,0.8996
OpenClaw,deviceMemory,0.1347
OpenClaw,battery_level,0.7178
OpenClaw,sec-fetch-site,0.0
OpenClaw,resOverflow_errorStacklength,0.7482
OpenClaw,window_inner_width,0.9909
OpenClaw,connection-js,0.1339
OpenClaw,alt-used,0.0151
OpenClaw,userAgent-js,0.7425
OpenClaw,detailChrome_sendMessage,0.225
OpenClaw,hasChrome,0.1339
OpenClaw,connection-js_rtt,0.8968
OpenClaw,permissions,0.0
OpenClaw,connection-js_downlinkMax,0.0
OpenClaw,cdn-loop,0.0
OpenClaw,audioContext_state,0.4565
OpenClaw,multiMediaDevices,0.0024
OpenClaw,detailChrome_runtime,0.225
OpenClaw,"videoFormats_video/ogg; codecs=""opus""",0.1339
OpenClaw,permissions_camera,0.4303
OpenClaw,multiMediaDevices_webcams,0.2353
OpenClaw,permissions_accelerometer,0.5642
OpenClaw,resOverflow_errorMessage,0.1339
OpenClaw,userAgentData_model,0.0
OpenClaw,videoFormats,0.0
OpenClaw,screen_pixel_depth,0.2456
OpenClaw,user-agent,0.7425
OpenClaw,audioFormats,0.0
OpenClaw,screen_availWidth,0.4707
OpenClaw,navigator_properties,0.0
OpenClaw,permissions_microphone,0.4303
OpenClaw,webDriverValue,0.3677
OpenClaw,sec-fetch-dest,0.0
OpenClaw,screen_availTop,0.2631
OpenClaw,window_outer_width,0.9056
OpenClaw,battery_ondischargingtimechange,0.0
OpenClaw,audioFormats_audio/aac,0.1339
OpenClaw,x-forwarded-proto,0.0
OpenClaw,gyroscope,0.1339
OpenClaw,accept,0.0396
OpenClaw,userAgentData_platformVersion,0.1751
OpenClaw,screen_availHeight,0.5658
OpenClaw,languages-js,0.2916
OpenClaw,audioFormats_audio/mpeg,0.1339
OpenClaw,platform,0.2734
OpenClaw,sec-ch-ua-mobile,0.1339
OpenClaw,timezone,0.4113
OpenClaw,accept-language,0.2203
OpenClaw,sec-ch-ua-form-factors,0.0396
OpenClaw,content-type,0.0
OpenClaw,userAgentData_platform,0.6237
OpenClaw,detailChrome_webstore,0.1339
OpenClaw,audioContext,0.0
OpenClaw,signature-agent,0.0515
OpenClaw,permissions_payment-handler,0.5642
OpenClaw,navigator_properties_total,0.4604
OpenClaw,detailChrome_connect,0.225
OpenClaw,sec-fetch-user,0.0
OpenClaw,battery_onlevelchange,0.0
OpenClaw,etsl,0.1339
OpenClaw,vendor,0.1339
OpenClaw,client_width,0.9982
OpenClaw,resOverflow_errorName,0.1339
OpenClaw,permissions_clipboard-read,0.5642
OpenClaw,window_inner_height,1.0
OpenClaw,connection-js_downlink,0.9116
OpenClaw,window_screenX,0.3558
OpenClaw,cookie_behavior,0.9168
Antropic Claude for Chrome,iframeChrome,0.1356
Antropic Claude for Chrome,userAgentData_mobile,0.4647
Antropic Claude for Chrome,chromeRuntimeProps,0.4303
Antropic Claude for Chrome,audioContext_sampleRate,0.451
Antropic Claude for Chrome,permissions_midi,0.4358
Antropic Claude for Chrome,host,0.0
Antropic Claude for Chrome,permissions_geolocation,0.4759
Antropic Claude for Chrome,dnt,0.0401
Antropic Claude for Chrome,priority,0.5522
Antropic Claude for Chrome,signature,0.0522
Antropic Claude for Chrome,screen_left,0.1356
Antropic Claude for Chrome,doNotTrack,0.0674
Antropic Claude for Chrome,permissions_background-sync,0.5714
Antropic Claude for Chrome,detailChrome_loadTimes,0.1878
Antropic Claude for Chrome,sec-fetch-mode,0.0
Antropic Claude for Chrome,battery_onchargingchange,0.0
Antropic Claude for Chrome,origin,0.8932
Antropic Claude for Chrome,screen_availLeft,0.2454
Antropic Claude for Chrome,content-length,0.997
Antropic Claude for Chrome,connection-js_saveData,0.1356
Antropic Claude for Chrome,webGLRendererException,0.5122
Antropic Claude for Chrome,connection,0.0
Antropic Claude for Chrome,multiMediaDevices_micros,0.2263
Antropic Claude for Chrome,cf-visitor,0.0
Antropic Claude for Chrome,client_height,0.9629
Antropic Claude for Chrome,buildID,0.1356
Antropic Claude for Chrome,cf-ray,0.0
Antropic Claude for Chrome,detailChrome,0.1356
Antropic Claude for Chrome,sec-ch-ua-platform,0.4663
Antropic Claude for Chrome,detailChrome_csi,0.1878
Antropic Claude for Chrome,permissions_persistent-storage,0.4358
Antropic Claude for Chrome,userAgentData_wow64,0.4647
Antropic Claude for Chrome,keyboard,0.5674
Antropic Claude for Chrome,userAgentData_architecture,0.5523
Antropic Claude for Chrome,audioFormats_audio/x-mpegurl,0.1878
Antropic Claude for Chrome,detailChrome_app,0.1878
Antropic Claude for Chrome,resOverflow,0.0
Antropic Claude for Chrome,audioFormats_audio/flac,0.1356
Antropic Claude for Chrome,productSub,0.1356
Antropic Claude for Chrome,connection-js_type,0.1043
Antropic Claude for Chrome,connection-js_effectiveType,0.2518
Antropic Claude for Chrome,accept-encoding,0.0401
Antropic Claude for Chrome,screen_depth,0.2488
Antropic Claude for Chrome,permissions_magnetometer,0.5714
Antropic Claude for Chrome,cf-connecting-ip,0.0
Antropic Claude for Chrome,screen_width,0.3708
Antropic Claude for Chrome,referer,0.0401
Antropic Claude for Chrome,signature-input,0.0522
Antropic Claude for Chrome,screen_top,0.1356
Antropic Claude for Chrome,userAgentData_fullVersionList,0.7473
Antropic Claude for Chrome,window_device_pixel_ratio,0.1549
Antropic Claude for Chrome,battery,0.1356
Antropic Claude for Chrome,resOverflow_depth,0.8364
Antropic Claude for Chrome,battery_onchargingtimechange,0.0
Antropic Claude for Chrome,userAgentData_brands,0.6627
Antropic Claude for Chrome,screen_height,0.3708
Antropic Claude for Chrome,userAgentData_formFactors,0.4859
Antropic Claude for Chrome,sec-ch-ua,0.5538
Antropic Claude for Chrome,upgrade-insecure-requests,0.0
Antropic Claude for Chrome,multiMediaDevices_speakers,0.3531
Antropic Claude for Chrome,permissions_push,0.1356
Antropic Claude for Chrome,permissions_notifications,0.6011
Antropic Claude for Chrome,permissions_clipboard-write,0.5714
Antropic Claude for Chrome,userAgentData,0.4848
Antropic Claude for Chrome,hardwareConcurrency,0.3604
Antropic Claude for Chrome,battery_chargingTime,0.4451
Antropic Claude for Chrome,battery_charging,0.2472
Antropic Claude for Chrome,battery_dischargingTime,0.1003
Antropic Claude for Chrome,navigator_properties_hash,0.4663
Antropic Claude for Chrome,audioFormats_audio/3gpp,0.1653
Antropic Claude for Chrome,cf-ipcountry,0.0
Antropic Claude for Chrome,userAgentData_bitness,0.4859
Antropic Claude for Chrome,plugins,0.3379
Antropic Claude for Chrome,window_outer_height,0.913
Antropic Claude for Chrome,deviceMemory,0.1364
Antropic Claude for Chrome,battery_level,0.5119
Antropic Claude for Chrome,sec-fetch-site,0.0
Antropic Claude for Chrome,resOverflow_errorStacklength,0.7608
Antropic Claude for Chrome,window_inner_width,1.0
Antropic Claude for Chrome,connection-js,0.1356
Antropic Claude for Chrome,alt-used,0.0152
Antropic Claude for Chrome,userAgent-js,0.752
Antropic Claude for Chrome,detailChrome_sendMessage,0.2279
Antropic Claude for Chrome,hasChrome,0.1356
Antropic Claude for Chrome,connection-js_rtt,0.7984
Antropic Claude for Chrome,permissions,0.0
Antropic Claude for Chrome,connection-js_downlinkMax,0.0
Antropic Claude for Chrome,cdn-loop,0.0
Antropic Claude for Chrome,audioContext_state,0.4385
Antropic Claude for Chrome,multiMediaDevices,0.0024
Antropic Claude for Chrome,detailChrome_runtime,0.2279
Antropic Claude for Chrome,"videoFormats_video/ogg; codecs=""opus""",0.1356
Antropic Claude for Chrome,permissions_camera,0.4358
Antropic Claude for Chrome,multiMediaDevices_webcams,0.2384
Antropic Claude for Chrome,permissions_accelerometer,0.5714
Antropic Claude for Chrome,resOverflow_errorMessage,0.1356
Antropic Claude for Chrome,userAgentData_model,0.0
Antropic Claude for Chrome,videoFormats,0.0
Antropic Claude for Chrome,screen_pixel_depth,0.2488
Antropic Claude for Chrome,user-agent,0.752
Antropic Claude for Chrome,audioFormats,0.0
Antropic Claude for Chrome,screen_availWidth,0.4767
Antropic Claude for Chrome,navigator_properties,0.0
Antropic Claude for Chrome,permissions_microphone,0.4358
Antropic Claude for Chrome,webDriverValue,0.3724
Antropic Claude for Chrome,sec-fetch-dest,0.0
Antropic Claude for Chrome,screen_availTop,0.2665
Antropic Claude for Chrome,window_outer_width,0.9192
Antropic Claude for Chrome,battery_ondischargingtimechange,0.0
Antropic Claude for Chrome,audioFormats_audio/aac,0.1356
Antropic Claude for Chrome,x-forwarded-proto,0.0
Antropic Claude for Chrome,gyroscope,0.1356
Antropic Claude for Chrome,accept,0.0401
Antropic Claude for Chrome,userAgentData_platformVersion,0.1774
Antropic Claude for Chrome,screen_availHeight,0.573
Antropic Claude for Chrome,languages-js,0.992
Antropic Claude for Chrome,audioFormats_audio/mpeg,0.1356
Antropic Claude for Chrome,platform,0.2769
Antropic Claude for Chrome,sec-ch-ua-mobile,0.1356
Antropic Claude for Chrome,timezone,0.4165
Antropic Claude for Chrome,accept-language,0.9922
Antropic Claude for Chrome,sec-ch-ua-form-factors,0.0401
Antropic Claude for Chrome,content-type,0.0
Antropic Claude for Chrome,userAgentData_platform,0.6052
Antropic Claude for Chrome,detailChrome_webstore,0.1356
Antropic Claude for Chrome,audioContext,0.0
Antropic Claude for Chrome,signature-agent,0.0522
Antropic Claude for Chrome,permissions_payment-handler,0.5714
Antropic Claude for Chrome,navigator_properties_total,0.4663
Antropic Claude for Chrome,detailChrome_connect,0.2279
Antropic Claude for Chrome,sec-fetch-user,0.0
Antropic Claude for Chrome,battery_onlevelchange,0.0
Antropic Claude for Chrome,etsl,0.1356
Antropic Claude for Chrome,vendor,0.1356
Antropic Claude for Chrome,client_width,1.0
Antropic Claude for Chrome,resOverflow_errorName,0.1356
Antropic Claude for Chrome,permissions_clipboard-read,0.5714
Antropic Claude for Chrome,window_inner_height,0.9926
Antropic Claude for Chrome,connection-js_downlink,0.9767
Antropic Claude for Chrome,window_screenX,0.3604
Antropic Claude for Chrome,cookie_behavior,1.0
Skyvern,iframeChrome,0.1452
Skyvern,userAgentData_mobile,0.4798
Skyvern,chromeRuntimeProps,0.4622
Skyvern,audioContext_sampleRate,0.6942
Skyvern,permissions_midi,0.4665
Skyvern,host,0.0
Skyvern,permissions_geolocation,0.5095
Skyvern,dnt,0.043
Skyvern,priority,0.7311
Skyvern,signature,0.0558
Skyvern,screen_left,0.1452
Skyvern,doNotTrack,0.0722
Skyvern,permissions_background-sync,0.6117
Skyvern,detailChrome_loadTimes,0.201
Skyvern,sec-fetch-mode,0.0
Skyvern,battery_onchargingchange,0.0
Skyvern,origin,0.8929
Skyvern,screen_availLeft,0.2405
Skyvern,content-length,0.9998
Skyvern,connection-js_saveData,0.1452
Skyvern,webGLRendererException,0.5438
Skyvern,connection,0.0
Skyvern,multiMediaDevices_micros,0.9373
Skyvern,cf-visitor,0.0
Skyvern,client_height,0.9443
Skyvern,buildID,0.1452
Skyvern,cf-ray,0.0
Skyvern,detailChrome,0.1452
Skyvern,sec-ch-ua-platform,0.4991
Skyvern,detailChrome_csi,0.201
Skyvern,permissions_persistent-storage,0.4665
Skyvern,userAgentData_wow64,0.4798
Skyvern,keyboard,0.6074
Skyvern,userAgentData_architecture,0.5547
Skyvern,audioFormats_audio/x-mpegurl,0.201
Skyvern,detailChrome_app,0.201
Skyvern,resOverflow,0.0
Skyvern,audioFormats_audio/flac,0.1452
Skyvern,productSub,0.1452
Skyvern,connection-js_type,0.1117
Skyvern,connection-js_effectiveType,0.2345
Skyvern,accept-encoding,0.043
Skyvern,screen_depth,1.0
Skyvern,permissions_magnetometer,0.6117
Skyvern,cf-connecting-ip,0.0
Skyvern,screen_width,0.3969
Skyvern,referer,0.043
Skyvern,signature-input,0.0558
Skyvern,screen_top,0.1452
Skyvern,userAgentData_fullVersionList,0.8361
Skyvern,window_device_pixel_ratio,0.1658
Skyvern,battery,0.1452
Skyvern,resOverflow_depth,0.9833
Skyvern,battery_onchargingtimechange,0.0
Skyvern,userAgentData_brands,0.8487
Skyvern,screen_height,0.3969
Skyvern,userAgentData_formFactors,0.4907
Skyvern,sec-ch-ua,1.0
Skyvern,upgrade-insecure-requests,0.0
Skyvern,multiMediaDevices_speakers,0.8015
Skyvern,permissions_push,0.1452
Skyvern,permissions_notifications,0.9442
Skyvern,permissions_clipboard-write,0.6117
Skyvern,userAgentData,0.5204
Skyvern,hardwareConcurrency,0.9957
Skyvern,battery_chargingTime,0.433
Skyvern,battery_charging,0.2646
Skyvern,battery_dischargingTime,0.1074
Skyvern,navigator_properties_hash,0.4991
Skyvern,audioFormats_audio/3gpp,1.0
Skyvern,cf-ipcountry,0.0
Skyvern,userAgentData_bitness,0.4907
Skyvern,plugins,0.957
Skyvern,window_outer_height,1.0
Skyvern,deviceMemory,0.146
Skyvern,battery_level,0.5095
Skyvern,sec-fetch-site,0.0
Skyvern,resOverflow_errorStacklength,0.7639
Skyvern,window_inner_width,0.8969
Skyvern,connection-js,0.1452
Skyvern,alt-used,0.0163
Skyvern,userAgent-js,1.0
Skyvern,detailChrome_sendMessage,0.244
Skyvern,hasChrome,0.1452
Skyvern,connection-js_rtt,0.7748
Skyvern,permissions,0.0
Skyvern,connection-js_downlinkMax,0.0
Skyvern,cdn-loop,0.0
Skyvern,audioContext_state,0.6844
Skyvern,multiMediaDevices,0.0026
Skyvern,detailChrome_runtime,0.244
Skyvern,"videoFormats_video/ogg; codecs=""opus""",0.1452
Skyvern,permissions_camera,0.4665
Skyvern,multiMediaDevices_webcams,0.9244
Skyvern,permissions_accelerometer,0.6117
Skyvern,resOverflow_errorMessage,0.1452
Skyvern,userAgentData_model,0.0
Skyvern,videoFormats,0.0
Skyvern,screen_pixel_depth,1.0
Skyvern,user-agent,1.0
Skyvern,audioFormats,0.0
Skyvern,screen_availWidth,0.5103
Skyvern,navigator_properties,0.0
Skyvern,permissions_microphone,0.4665
Skyvern,webDriverValue,0.3986
Skyvern,sec-fetch-dest,0.0
Skyvern,screen_availTop,0.2852
Skyvern,window_outer_width,1.0
Skyvern,battery_ondischargingtimechange,0.0
Skyvern,audioFormats_audio/aac,0.1452
Skyvern,x-forwarded-proto,0.0
Skyvern,gyroscope,0.1452
Skyvern,accept,0.043
Skyvern,userAgentData_platformVersion,0.2085
Skyvern,screen_availHeight,0.6134
Skyvern,languages-js,0.3162
Skyvern,audioFormats_audio/mpeg,0.1452
Skyvern,platform,0.2964
Skyvern,sec-ch-ua-mobile,0.1452
Skyvern,timezone,0.9296
Skyvern,accept-language,0.2388
Skyvern,sec-ch-ua-form-factors,0.043
Skyvern,content-type,0.0
Skyvern,userAgentData_platform,0.6
Skyvern,detailChrome_webstore,0.1452
Skyvern,audioContext,0.0
Skyvern,signature-agent,0.0558
Skyvern,permissions_payment-handler,0.6117
Skyvern,navigator_properties_total,0.4991
Skyvern,detailChrome_connect,0.244
Skyvern,sec-fetch-user,0.0
Skyvern,battery_onlevelchange,0.0
Skyvern,etsl,0.1452
Skyvern,vendor,0.1452
Skyvern,client_width,0.9466
Skyvern,resOverflow_errorName,0.1452
Skyvern,permissions_clipboard-read,0.6117
Skyvern,window_inner_height,1.0
Skyvern,connection-js_downlink,0.9343
Skyvern,window_screenX,0.3857
Skyvern,cookie_behavior,1.0
BrowserUse_CLOUD,iframeChrome,0.1361
BrowserUse_CLOUD,userAgentData_mobile,0.4768
BrowserUse_CLOUD,chromeRuntimeProps,0.4588
BrowserUse_CLOUD,audioContext_sampleRate,0.4524
BrowserUse_CLOUD,permissions_midi,0.7987
BrowserUse_CLOUD,host,0.0
BrowserUse_CLOUD,permissions_geolocation,0.7987
BrowserUse_CLOUD,dnt,0.0403
BrowserUse_CLOUD,priority,0.6852
BrowserUse_CLOUD,signature,0.0523
BrowserUse_CLOUD,screen_left,0.1361
