Agent,attribute,value,intra_p,excl_p,v_score
Crawl4AI,userAgent-js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",0.02,1.0,0.02
Crawl4AI,detailChrome_sendMessage,59,1.0,0.2152,0.2152
Crawl4AI,hasChrome,True,1.0,0.128,0.128
Crawl4AI,connection-js_rtt,100,0.74,0.6667,0.4933
Crawl4AI,connection-js_rtt,150,0.16,0.847,0.1355
Crawl4AI,connection-js_rtt,50,0.1,0.8477,0.0848
Crawl4AI,permissions,SUPPORTED,1.0,0.0,0.0
Crawl4AI,connection-js_downlinkMax,MISSING,1.0,0.0,0.0
Crawl4AI,cdn-loop,MISSING,1.0,0.0,0.0
Crawl4AI,audioContext_state,suspended,0.8,0.3962,0.317
Crawl4AI,audioContext_state,running,0.2,0.6038,0.1208
Crawl4AI,multiMediaDevices,SUPPORTED,1.0,0.0023,0.0023
Crawl4AI,detailChrome_runtime,NOT_SUPPORTED,1.0,0.2152,0.2152
Crawl4AI,"videoFormats_video/ogg; codecs=""opus""",probably,1.0,0.128,0.128
Crawl4AI,permissions_camera,NOT_SUPPORTED,1.0,0.9129,0.9129
Crawl4AI,multiMediaDevices_webcams,1,1.0,0.225,0.225
Crawl4AI,permissions_accelerometer,NOT_SUPPORTED,1.0,0.7848,0.7848
Crawl4AI,resOverflow_errorMessage,Maximum call stack size exceeded,1.0,0.128,0.128
Crawl4AI,userAgentData_model,MISSING,1.0,0.0,0.0
Crawl4AI,videoFormats,SUPPORTED,1.0,0.0,0.0
Crawl4AI,screen_pixel_depth,24,1.0,0.2348,0.2348
Crawl4AI,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",0.24,1.0,0.24
Crawl4AI,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",0.14,1.0,0.14
Crawl4AI,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",0.12,1.0,0.12
Crawl4AI,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",0.1,1.0,0.1
Crawl4AI,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",0.08,1.0,0.08
Crawl4AI,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",0.08,1.0,0.08
Crawl4AI,user-agent,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:137.0) Gecko/20100101 Firefox/137.0,0.04,1.0,0.04
Crawl4AI,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36",0.04,1.0,0.04
Crawl4AI,user-agent,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0,0.04,1.0,0.04
Crawl4AI,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",0.04,1.0,0.04
Crawl4AI,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Avast/133.0.0.0",0.02,1.0,0.02
Crawl4AI,user-agent,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",0.02,1.0,0.02
Crawl4AI,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",0.02,1.0,0.02
Crawl4AI,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",0.02,1.0,0.02
Crawl4AI,audioFormats,SUPPORTED,1.0,0.0,0.0
Crawl4AI,screen_availWidth,1080,1.0,0.9242,0.9242
Crawl4AI,navigator_properties,SUPPORTED,1.0,0.0,0.0
Crawl4AI,permissions_microphone,NOT_SUPPORTED,1.0,0.9129,0.9129
Crawl4AI,webDriverValue,MISSING,1.0,0.9129,0.9129
Crawl4AI,sec-fetch-dest,empty,1.0,0.0,0.0
Crawl4AI,screen_availTop,0,1.0,0.2515,0.2515
Crawl4AI,window_outer_width,1088,1.0,0.9242,0.9242
Crawl4AI,battery_ondischargingtimechange,MISSING,1.0,0.0,0.0
Crawl4AI,audioFormats_audio/aac,probably,1.0,0.128,0.128
Crawl4AI,x-forwarded-proto,https,1.0,0.0,0.0
Crawl4AI,gyroscope,True,1.0,0.128,0.128
Crawl4AI,accept,*/*,1.0,0.0379,0.0379
Crawl4AI,userAgentData_platformVersion,MISSING,0.4,0.1447,0.0579
Crawl4AI,userAgentData_platformVersion,10.0,0.36,1.0,0.36
Crawl4AI,userAgentData_platformVersion,10_15_7,0.2,1.0,0.2
Crawl4AI,userAgentData_platformVersion,10,0.04,1.0,0.04
Crawl4AI,screen_availHeight,600,1.0,0.9242,0.9242
Crawl4AI,languages-js,"en-US,en",1.0,0.2788,0.2788
Crawl4AI,audioFormats_audio/mpeg,probably,1.0,0.128,0.128
Crawl4AI,platform,Linux x86_64,1.0,0.2614,0.2614
Crawl4AI,sec-ch-ua-mobile,?0,1.0,0.128,0.128
Crawl4AI,timezone,-60,1.0,0.3932,0.3932
Crawl4AI,accept-language,"en-US,en;q=0.9",1.0,0.2106,0.2106
Crawl4AI,sec-ch-ua-form-factors,MISSING,1.0,0.0379,0.0379
Crawl4AI,content-type,application/json,1.0,0.0,0.0
Crawl4AI,userAgentData_platform,MISSING,0.4,0.5788,0.2315
Crawl4AI,userAgentData_platform,Windows,0.36,0.9652,0.3475
Crawl4AI,userAgentData_platform,macOS,0.24,0.8947,0.2147
Crawl4AI,detailChrome_webstore,NOT_SUPPORTED,1.0,0.128,0.128
Crawl4AI,audioContext,SUPPORTED,1.0,0.0,0.0
Crawl4AI,signature-agent,MISSING,1.0,0.0492,0.0492
Crawl4AI,permissions_payment-handler,NOT_SUPPORTED,1.0,0.7848,0.7848
Crawl4AI,navigator_properties_total,77,1.0,0.9129,0.9129
Crawl4AI,detailChrome_connect,55,1.0,0.2152,0.2152
Crawl4AI,sec-fetch-user,MISSING,1.0,0.0,0.0
Crawl4AI,battery_onlevelchange,MISSING,1.0,0.0,0.0
Crawl4AI,etsl,33,1.0,0.128,0.128
Crawl4AI,vendor,Google Inc.,1.0,0.128,0.128
Crawl4AI,client_width,1049,0.6,0.953,0.5718
Crawl4AI,client_width,1064,0.4,0.9712,0.3885
Crawl4AI,resOverflow_errorName,RangeError,1.0,0.128,0.128
Crawl4AI,permissions_clipboard-read,NOT_SUPPORTED,1.0,0.7848,0.7848
Crawl4AI,window_inner_height,600,1.0,0.9242,0.9242
Crawl4AI,connection-js_downlink,1.75,0.16,0.9242,0.1479
Crawl4AI,connection-js_downlink,1.7,0.16,0.9273,0.1484
Crawl4AI,connection-js_downlink,1.65,0.16,0.9159,0.1465
Crawl4AI,connection-js_downlink,1.5,0.14,0.8894,0.1245
Crawl4AI,connection-js_downlink,1.6,0.14,0.9091,0.1273
Crawl4AI,connection-js_downlink,1.45,0.12,0.8932,0.1072
Crawl4AI,connection-js_downlink,1.55,0.06,0.8939,0.0536
Crawl4AI,connection-js_downlink,4.55,0.02,0.9992,0.02
Crawl4AI,connection-js_downlink,7.45,0.02,1.0,0.02
Crawl4AI,connection-js_downlink,9.3,0.02,1.0,0.02
Crawl4AI,window_screenX,400,1.0,0.9242,0.9242
Crawl4AI,cookie_behavior,ROTATING_COOKIE,1.0,0.4114,0.4114
Crawl4AI_Stealth,iframeChrome,object,1.0,0.128,0.128
Crawl4AI_Stealth,userAgentData_mobile,MISSING,1.0,0.6015,0.6015
Crawl4AI_Stealth,chromeRuntimeProps,MISSING,1.0,0.653,0.653
Crawl4AI_Stealth,audioContext_sampleRate,44100,1.0,0.6121,0.6121
Crawl4AI_Stealth,permissions_midi,NOT_SUPPORTED,1.0,0.9129,0.9129
Crawl4AI_Stealth,host,api.example.org,1.0,0.0,0.0
Crawl4AI_Stealth,permissions_geolocation,NOT_SUPPORTED,1.0,0.9129,0.9129
Crawl4AI_Stealth,dnt,0,0.54,1.0,0.54
Crawl4AI_Stealth,dnt,1,0.46,1.0,0.46
Crawl4AI_Stealth,priority,"u=1, i",1.0,0.5212,0.5212
Crawl4AI_Stealth,signature,MISSING,1.0,0.0492,0.0492
Crawl4AI_Stealth,screen_left,MISSING,1.0,0.128,0.128
Crawl4AI_Stealth,doNotTrack,no,0.54,1.0,0.54
Crawl4AI_Stealth,doNotTrack,yes,0.46,0.9742,0.4482
Crawl4AI_Stealth,permissions_background-sync,NOT_SUPPORTED,1.0,0.7848,0.7848
Crawl4AI_Stealth,detailChrome_loadTimes,37,1.0,0.1773,0.1773
Crawl4AI_Stealth,sec-fetch-mode,cors,1.0,0.0,0.0
Crawl4AI_Stealth,battery_onchargingchange,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,origin,https://example.org,0.1,0.85,0.085
Crawl4AI_Stealth,origin,https://site1.example.org,0.1,0.9152,0.0915
Crawl4AI_Stealth,origin,https://site2.example.org,0.1,0.9144,0.0914
Crawl4AI_Stealth,origin,https://site3.example.org,0.1,0.9045,0.0905
Crawl4AI_Stealth,origin,https://site4.example.org,0.1,0.8758,0.0876
Crawl4AI_Stealth,origin,https://site5.example.org,0.1,0.9144,0.0914
Crawl4AI_Stealth,origin,https://site6.example.org,0.1,0.9098,0.091
Crawl4AI_Stealth,origin,https://site8.example.org,0.1,0.8758,0.0876
Crawl4AI_Stealth,origin,https://site7.example.org,0.1,0.922,0.0922
Crawl4AI_Stealth,origin,https://site9.example.org,0.1,0.9182,0.0918
Crawl4AI_Stealth,screen_availLeft,0,1.0,0.2121,0.2121
Crawl4AI_Stealth,content-length,35608.0,0.06,1.0,0.06
Crawl4AI_Stealth,content-length,35619.0,0.06,1.0,0.06
Crawl4AI_Stealth,content-length,34786.0,0.06,0.9894,0.0594
Crawl4AI_Stealth,content-length,35620.0,0.06,1.0,0.06
Crawl4AI_Stealth,content-length,35610.0,0.04,1.0,0.04
Crawl4AI_Stealth,content-length,35651.0,0.04,0.9932,0.0397
Crawl4AI_Stealth,content-length,34775.0,0.04,1.0,0.04
Crawl4AI_Stealth,content-length,34785.0,0.04,1.0,0.04
Crawl4AI_Stealth,content-length,34776.0,0.04,1.0,0.04
Crawl4AI_Stealth,content-length,34782.0,0.04,1.0,0.04
Crawl4AI_Stealth,content-length,34783.0,0.04,0.9992,0.04
Crawl4AI_Stealth,content-length,35656.0,0.04,0.9985,0.0399
Crawl4AI_Stealth,content-length,34780.0,0.04,1.0,0.04
Crawl4AI_Stealth,content-length,35536.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,35577.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,35621.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,35576.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,35588.0,0.02,0.9614,0.0192
Crawl4AI_Stealth,content-length,35623.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,35616.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,35609.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,35654.0,0.02,0.9992,0.02
Crawl4AI_Stealth,content-length,34822.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,34784.0,0.02,0.9985,0.02
Crawl4AI_Stealth,content-length,34773.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,34767.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,34814.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,34811.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,34777.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,34819.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,35613.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,34810.0,0.02,1.0,0.02
Crawl4AI_Stealth,content-length,34731.0,0.02,1.0,0.02
Crawl4AI_Stealth,connection-js_saveData,False,1.0,0.128,0.128
Crawl4AI_Stealth,webGLRendererException,1cI7wqOQKi5Y,0.5,1.0,0.5
Crawl4AI_Stealth,webGLRendererException,MISSING,0.5,0.6848,0.3424
Crawl4AI_Stealth,connection,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,multiMediaDevices_micros,1,1.0,0.2136,0.2136
Crawl4AI_Stealth,cf-visitor,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,client_height,2380,0.5,0.9545,0.4773
Crawl4AI_Stealth,client_height,27,0.3,0.9402,0.282
Crawl4AI_Stealth,client_height,127,0.2,0.8061,0.1612
Crawl4AI_Stealth,buildID,NOT_SUPPORTED,1.0,0.128,0.128
Crawl4AI_Stealth,cf-ray,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,detailChrome,SUPPORTED,1.0,0.128,0.128
Crawl4AI_Stealth,sec-ch-ua-platform,Windows,0.58,1.0,0.58
Crawl4AI_Stealth,sec-ch-ua-platform,macOS,0.22,1.0,0.22
Crawl4AI_Stealth,sec-ch-ua-platform,Linux,0.18,1.0,0.18
Crawl4AI_Stealth,sec-ch-ua-platform,Unknown,0.02,1.0,0.02
Crawl4AI_Stealth,detailChrome_csi,37,1.0,0.1773,0.1773
Crawl4AI_Stealth,permissions_persistent-storage,NOT_SUPPORTED,1.0,0.9129,0.9129
Crawl4AI_Stealth,userAgentData_wow64,MISSING,1.0,0.6015,0.6015
Crawl4AI_Stealth,keyboard,"²*^$;à&é""'(-è_ç=<qbcdefghijkl,noparstuvzxyw):ùm!",1.0,0.8182,0.8182
Crawl4AI_Stealth,userAgentData_architecture,MISSING,1.0,0.6015,0.6015
Crawl4AI_Stealth,audioFormats_audio/x-mpegurl,maybe,1.0,0.1773,0.1773
Crawl4AI_Stealth,detailChrome_app,35,1.0,0.1773,0.1773
Crawl4AI_Stealth,resOverflow,SUPPORTED,1.0,0.0,0.0
Crawl4AI_Stealth,audioFormats_audio/flac,probably,1.0,0.128,0.128
Crawl4AI_Stealth,productSub,20030107,1.0,0.128,0.128
Crawl4AI_Stealth,connection-js_type,MISSING,1.0,0.0985,0.0985
Crawl4AI_Stealth,connection-js_effectiveType,4g,1.0,0.1538,0.1538
Crawl4AI_Stealth,accept-encoding,deflat,0.1,1.0,0.1
Crawl4AI_Stealth,accept-encoding,"gzip,b",0.06,1.0,0.06
Crawl4AI_Stealth,accept-encoding,"b,identit",0.04,1.0,0.04
Crawl4AI_Stealth,accept-encoding,gzip,0.04,1.0,0.04
Crawl4AI_Stealth,accept-encoding,"*,deflat,identit",0.04,1.0,0.04
Crawl4AI_Stealth,accept-encoding,"gzip,deflat,identit",0.04,1.0,0.04
Crawl4AI_Stealth,accept-encoding,"*,gzip,compres",0.04,1.0,0.04
Crawl4AI_Stealth,accept-encoding,b,0.04,1.0,0.04
Crawl4AI_Stealth,accept-encoding,"identit,*,b",0.04,1.0,0.04
Crawl4AI_Stealth,accept-encoding,"*,gzip,deflat",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"compres,deflat,identit",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"*,b,deflat",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"compres,identit",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,identit,0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"gzip,deflat",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"compres,gzip,identit",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"gzip,b,deflat,identit",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"deflat,b,identit",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"deflat,identit,compres",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"*,deflat,b,gzip",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"gzip,identit",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"b,gzip",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"identit,deflat,b,gzip",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"*,compres",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"deflat,identit",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"*,compres,b,gzip,deflat",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"*,deflat,gzip",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"compres,b",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"identit,*,gzip,b",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"*,identit,compres,gzip,b",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"*,deflat",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,*,0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"*,compres,identit",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"*,gzip,b,identit",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,compres,0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"identit,compres,deflat",0.02,1.0,0.02
Crawl4AI_Stealth,accept-encoding,"identit,*,gzip",0.02,1.0,0.02
Crawl4AI_Stealth,screen_depth,24,1.0,0.2348,0.2348
Crawl4AI_Stealth,permissions_magnetometer,NOT_SUPPORTED,1.0,0.7848,0.7848
Crawl4AI_Stealth,cf-connecting-ip,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,screen_width,1080,1.0,0.9242,0.9242
Crawl4AI_Stealth,referer,EXTERNAL,1.0,1.0,1.0
Crawl4AI_Stealth,signature-input,MISSING,1.0,0.0492,0.0492
Crawl4AI_Stealth,screen_top,MISSING,1.0,0.128,0.128
Crawl4AI_Stealth,userAgentData_fullVersionList,MISSING,1.0,0.5697,0.5697
Crawl4AI_Stealth,window_device_pixel_ratio,1.0,1.0,0.1462,0.1462
Crawl4AI_Stealth,battery,SUPPORTED,1.0,0.128,0.128
Crawl4AI_Stealth,resOverflow_depth,8925,0.5,0.9189,0.4595
Crawl4AI_Stealth,resOverflow_depth,8899,0.3,0.9826,0.2948
Crawl4AI_Stealth,resOverflow_depth,8910,0.2,0.9697,0.1939
Crawl4AI_Stealth,battery_onchargingtimechange,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,userAgentData_brands,MISSING,1.0,0.6015,0.6015
Crawl4AI_Stealth,screen_height,600,1.0,0.9242,0.9242
Crawl4AI_Stealth,userAgentData_formFactors,MISSING,1.0,0.5697,0.5697
Crawl4AI_Stealth,sec-ch-ua,""" Not A;Brand"";v=""99"",""Chromium"";v=""96"",""Google Chrome"";v=""96"",",0.66,1.0,0.66
Crawl4AI_Stealth,sec-ch-ua,"""Google Chrome"";v=""95"",""Chromium"";v=""95"","";Not A Brand"";v=""99"",",0.24,1.0,0.24
Crawl4AI_Stealth,sec-ch-ua,"""Google Chrome"";v=""99"","" Not;A Brand"";v=""99"",""Chromium"";v=""99"",",0.04,1.0,0.04
Crawl4AI_Stealth,sec-ch-ua,"""Chromium"";v=""92"","" Not A;Brand"";v=""99"",""Google Chrome"";v=""92"",",0.04,1.0,0.04
Crawl4AI_Stealth,sec-ch-ua,"""Chromium"";v=""94"",""Google Chrome"";v=""94"","";Not A Brand"";v=""99"",",0.02,1.0,0.02
Crawl4AI_Stealth,upgrade-insecure-requests,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,multiMediaDevices_speakers,1,1.0,0.3333,0.3333
Crawl4AI_Stealth,permissions_push,NOT_SUPPORTED,1.0,0.128,0.128
Crawl4AI_Stealth,permissions_notifications,default,1.0,0.9621,0.9621
Crawl4AI_Stealth,permissions_clipboard-write,NOT_SUPPORTED,1.0,0.7848,0.7848
Crawl4AI_Stealth,userAgentData,NOT_SUPPORTED,0.5,0.9167,0.4583
Crawl4AI_Stealth,userAgentData,MISSING,0.5,0.6848,0.3424
Crawl4AI_Stealth,hardwareConcurrency,8,1.0,0.3402,0.3402
Crawl4AI_Stealth,battery_chargingTime,0,0.7,0.3705,0.2593
Crawl4AI_Stealth,battery_chargingTime,1225,0.2,1.0,0.2
Crawl4AI_Stealth,battery_chargingTime,1381,0.06,1.0,0.06
Crawl4AI_Stealth,battery_chargingTime,1503,0.02,1.0,0.02
Crawl4AI_Stealth,battery_chargingTime,1339,0.02,1.0,0.02
Crawl4AI_Stealth,battery_charging,True,1.0,0.2333,0.2333
Crawl4AI_Stealth,battery_dischargingTime,MISSING,1.0,0.0947,0.0947
Crawl4AI_Stealth,navigator_properties_hash,O7NjzpWTiXYO,1.0,0.9621,0.9621
Crawl4AI_Stealth,audioFormats_audio/3gpp,MISSING,1.0,0.1561,0.1561
Crawl4AI_Stealth,cf-ipcountry,MISSING,1.0,0.0,0.0
Crawl4AI_Stealth,userAgentData_bitness,MISSING,1.0,0.5697,0.5697
Crawl4AI_Stealth,plugins,Plugin 0: undefined; undefined; undefined. Plugin 1: undefined; undefined; undefined. Plugin 2: undefined; undefined; undefined. Plugin 3: undefined; undefined; undefined. Plugin 4: undefined; undefined; undefined. ,1.0,0.9621,0.9621
Crawl4AI_Stealth,window_outer_height,685,1.0,0.9242,0.9242
Crawl4AI_Stealth,deviceMemory,8.0,1.0,0.1288,0.1288
Crawl4AI_Stealth,battery_level,0.99,0.52,0.9886,0.5141
Crawl4AI_Stealth,battery_level,0.98,0.28,0.9394,0.263
Crawl4AI_Stealth,battery_level,1,0.2,0.4189,0.0838
Crawl4AI_Stealth,sec-fetch-site,same-site,1.0,0.0,0.0
Crawl4AI_Stealth,resOverflow_errorStacklength,873,0.4,0.65,0.26
Crawl4AI_Stealth,resOverflow_errorStacklength,1008,0.3,0.7909,0.2373
Crawl4AI_Stealth,resOverflow_errorStacklength,1074,0.2,0.9386,0.1877
Crawl4AI_Stealth,resOverflow_errorStacklength,819,0.1,0.897,0.0897
Crawl4AI_Stealth,window_inner_width,1080,1.0,0.9242,0.9242
Crawl4AI_Stealth,connection-js,SUPPORTED,1.0,0.128,0.128
Crawl4AI_Stealth,alt-used,MISSING,1.0,0.0144,0.0144
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",0.12,1.0,0.12
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0.1,1.0,0.1
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",0.08,1.0,0.08
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.08,1.0,0.08
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0.06,1.0,0.06
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",0.06,1.0,0.06
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.06,1.0,0.06
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",0.06,1.0,0.06
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.7113.93 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",0.04,1.0,0.04
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (X11; CrOS x86_64 14150.87.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.124 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.55 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.55 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,userAgent-js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",0.02,1.0,0.02
Crawl4AI_Stealth,detailChrome_sendMessage,51,1.0,0.9508,0.9508
Crawl4AI_Stealth,hasChrome,True,1.0,0.128,0.128
